sid,gid,gname,sname,fname,pinyin,abbr,tid,tname,pid,pname,nickname,company,join_day,height,birth_day,star_sign_12,star_sign_48,birth_place,speciality,hobby,experience,catch_phrase,weibo_uid,weibo_verifier,blood_type,tieba_kw,status
10076,10,SNH,张雨鑫,张 雨鑫,Zhang YuXin,ZYX,102,NII,1003,SNH48 三期生,叉叉,上海丝芭文化传媒集团有限公司,2014-07-26,164,03.01,双鱼座,心灵双鱼座，心灵的一周，2.23-3.2,中国 湖南 ,写作、英语、cosplay,日剧、漫画、宅舞,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamN队（TeamNII）<br>2017.07.29 SNH48 GROUP第四届总决选第二十名<br>2018.07.28 SNH48 GROUP第五届总决选第二十七名,,5225534295,f6565cc7,-,snh48,99
10114,10,SNH,费沁源,费 沁源,Fei QinYuan,FQY,103,HII,1005,SNH48 五期生,圆圆,上海丝芭文化传媒集团有限公司,2015-07-25,159,03.20,双鱼座,双鱼白羊座，新生的交界，3.19-3.24,中国 上海 ,射箭、射击,交朋友、听轻音乐,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.07.30 SNH48第三届总决选第二十二名<br>2016.11.05 成为小组合COLOR GIRLS成员<br>2017.07.29 SNH48 GROUP第四届总决选第四十名<br>2018.02.03 加入SNH48TeamH队（TeamHII）<br>2018.07.28 SNH48 GROUP第五届总决选第三十二名,正圆，椭圆，半圆，还有-费沁源。,5680343342,8fdcb4d4,-,snh48,99
10117,10,SNH,洪珮雲,洪 珮雲,Hong PeiYun,HPY,103,HII,1005,SNH48 五期生,珮爷,上海丝芭文化传媒集团有限公司,2015-07-25,162,01.07,摩羯座,决心摩羯座，决心的一周，1.3-1.9,中国 上海 ,表演、搞笑、想[nao]法[dong]比较多[da]、特帅,跳舞、表演、睡觉、吃,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.07.30 SNH48第三届总决选第三十一名<br>2016.11.05 成为小组合COLOR GIRLS成员<br>2017.07.29 SNH48 GROUP第四届总决选第四十九名<br>2018.02.03 加入SNH48TeamH队（TeamHII）<br>2018.07.28 SNH48 GROUP第五届总决选第四十四名,我是五期生里的一片云。,5686134819,ac140f9e,B,snh48,99
10119,10,SNH,姜杉,姜 杉,Jiang Shan,JS,103,HII,1005,SNH48 五期生,扇子、姜姜,上海丝芭文化传媒集团有限公司,2015-07-25,164,10.06,天秤座,社会天秤座，社会的一周，10.3-10.10,中国 河南 ,做羊毛毡、粘土、编辫子,日剧、动漫、手工,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.07.30 SNH48第三届总决选第三十二名<br>2017.07.29 SNH48 GROUP第四届总决选第十九名<br>2018.02.03 加入SNH48TeamH队（TeamHII）<br>2018.07.28 SNH48 GROUP第五届总决选第二十八名,不爱美人爱姜杉。,5690264778,2ee05fd2,-,snh48,99
10120,10,SNH,蒋舒婷,蒋 舒婷,Jiang ShuTing,JST,103,HII,1005,SNH48 五期生,猪蹄,上海丝芭文化传媒集团有限公司,2015-07-25,164,06.18,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 浙江 ,唱歌、跳舞、笑,唱歌、跳舞、看书、动漫,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48TeamH队（TeamHII）,大家好我是snh48五期生的蒋舒婷，大家可以叫我舒婷，谢谢大家。,5681072386,b4a006b3,O,snh48,99
10151,10,SNH,李佳恩,李 佳恩,Li JiaEn,LJE,103,HII,1006,SNH48 六期生,恩宝、+n、格格恩,上海丝芭文化传媒集团有限公司,2016-03-26,167,06.17,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 陕西 ,腿特长,拉丁、芭蕾、啦啦操、钢琴、创作、美食,2016.03.26 加入SNH48六期生<br>2016.03.26 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48TeamH队（TeamHII）,+N倍的油给你、+N倍的油给佳恩。,5863012981,2fdecde0,B,snh48,99
10061,10,SNH,林楠,林 楠,Lin Nan,LN,103,HII,1003,SNH48 三期生,luna,上海丝芭文化传媒集团有限公司,2014-07-26,168,06.23,巨蟹座,双子巨蟹座，神奇的交界，6.19-6.24,中国 广东 ,冷笑话、钢琴,阅读、发呆、旅行、养宠物,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2017.11.18 SNH48 GROUP第三届风尚大赏第十二名<br>2018.10.27 SNH48 GROUP第四届风尚大赏第五名,充满爱意的魔法～Oh-my-little-luna！,5231176541,8b76826b,-,snh48,99
10029,10,SNH,林思意,林 思意,Lin SiYi,LSY,103,HII,1002,SNH48 二期生,小四,上海丝芭文化传媒集团有限公司,2013-08-18,166,04.05,白羊座,星星白羊座，星星的一周，4.3-4.10,中国 浙江 ,话剧表演,话剧、吃美食,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.07.25 SNH48第二届总决选第十七名<br>2016.07.30 SNH48第三届总决选第十三名<br>2017.07.29 SNH48 GROUP第四届总决选第十四名<br>2018.02.03 加入SNH48TeamH队（TeamHII）<br>2018.07.28 SNH48 GROUP第五届总决选第十名,是她，是她，是她，就是她，我们的朋友小哪吒，我就是你们的朋友小哪吒林思意。,3675865547,7a3b937f,O,snh48,99
10031,10,SNH,李艺彤,李 艺彤,Li YiTong,LYT,103,HII,1002,SNH48 二期生,发卡,上海丝芭文化传媒集团有限公司,2013-08-18,164,12.23,摩羯座,射手摩羯座，先知的交界，12.19-12.25,中国 陕西 ,写作、翻唱,动漫、游戏、收集lo装,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2014.07.26 SNH48第一届总决选第六名<br>2015.07.25 SNH48第二届总决选第三名<br>2016.07.30 SNH48第三届总决选第二名<br>2017.07.29 SNH48 GROUP第四届总决选第二名<br>2017.11.19 粉丝网2017“爱突破I TOP”粉丝盛典“年度人气女艺人”<br>2018.02.03 加入SNH48TeamH队（TeamHII）<br>2018.07.28 SNH48 GROUP第五届总决选第一名,EVERDAY发卡卡,3700233717,cf37004f,AB,snh48,99
10199,10,SNH,戚予珠,戚 予珠,Qi YuZhu,QYZ,103,HII,1010,SNH48 十期生,七七,上海丝芭文化传媒集团有限公司,2018-05-18,166,06.19,双子座,双子巨蟹座，神奇的交界，6.19-6.24,中国 四川 ,舞蹈、绘画,游戏、看电影,2018.05.18 加入SNH48十期生<br>2018.05.18 加入SNH48TeamH队（TeamHII）,大家好，我是SNH48 Team HII的戚予珠。,6552170397,9ad86d24,O,snh48,99
10104,10,SNH,沈梦瑶,沈 梦瑶,Shen MengYao,SMY,103,HII,1005,SNH48 五期生,神喵、瑶瑶,上海丝芭文化传媒集团有限公司,2015-07-25,167,08.14,狮子座,领导狮子座，领导的一周，8.11-8.18,中国 上海 ,医学、古筝、表演,看美剧、打排球、烹饪、HelloKitty控,2015.07.25 加入SNH48五期生<br>2015.09.13 加入SNH48TeamH队（TeamHII）<br>2017.07.29 SNH48 GROUP第四届总决选第六十五名<br>2018.07.28 SNH48 GROUP第五届总决选第四十九名,梦瑶梦瑶喵喵喵，这是一只神奇的猫，大家好，我是SNH4TteamHII的沈梦瑶，神喵，谢谢大家来看我们的公演～,5681945173,b4a006b3,O,snh48,99
10129,10,SNH,宋雨珊,宋 雨珊,Song YuShan,SYS,103,HII,1005,SNH48 五期生,雨伞,上海丝芭文化传媒集团有限公司,2015-07-25,163,06.14,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 河南 ,唱歌、睡觉,唱歌、跳舞、看书、追日剧和动漫,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48TeamH队（TeamHII）,不管晴天雨天，都要带上雨伞喔~,5786322468,f74b1150,-,snh48,99
10146,10,SNH,孙珍妮,孙 珍妮,Sun ZhenNi,SZN,103,HII,1006,SNH48 六期生,珍妮,上海丝芭文化传媒集团有限公司,2016-03-26,164,05.05,金牛座,老师金牛座，老师的一周，5.3-5.10,中国 上海 ,唱歌、吉他,吃东西、逛街,2016.03.26 加入SNH48六期生<br>2016.03.26 加入SNH48TeamH队（TeamHII）<br>2016.07.30 SNH48第三届总决选第二十一名<br>2016.11.05 SNH48第二届风尚大赏第六名<br>2016.11.05 成为小组合COLOR GIRLS成员<br>2017.07.29 SNH48 GROUP第四届总决选第二十二名<br>2018.07.28 SNH48 GROUP第五届总决选第五十六名,遇见珍妮万事如意,5861115930,56c79838,O,snh48,99
10034,10,SNH,万丽娜,万 丽娜,Wan LiNa,WLN,103,HII,1002,SNH48 二期生,娜娜,上海丝芭文化传媒集团有限公司,2013-08-18,158,10.02,天秤座,完美天秤座，完美主义的一周，9.25-10.2,中国 江西 ,手工、运动能力,日剧、漫画、晒阳光,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.07.25 SNH48第二届总决选第六名<br>2016.07.30 SNH48第三届总决选第十四名<br>2017.07.29 SNH48 GROUP第四届总决选第十七名<br>2018.02.02 成为小组合BLUEV成员<br>2018.02.03 加入SNH48TeamH队（TeamHII）<br>2018.02.03 新重组SNH48TeamH队（TeamHII）队长任命<br>2018.07.28 SNH48 GROUP第五届总决选第二十六名,哪里有甜品哪里就有娜娜酱，大家好，我是希望给大家带来甜蜜的娜娜，万丽娜,3705941004,cf37004f,-,snh48,99
10181,10,SNH,王奕,王 奕,Wang Yi,WY,103,HII,1008,SNH48 八期生,一一,上海丝芭文化传媒集团有限公司,2017-09-08,169,06.06,双子座,语言双子座，新语言的一周，6.3-6.10,中国 江苏 ,画画、种花、DIY,画画,2017.09.08 加入SNH48八期生<br>2017.09.08 加入SNH48TeamH队（TeamHII）<br>2018.02.03 兼任 TeamFt队（TeamFt）,大家好，我是SNH48 Team HII的王奕。,6359405623,2750326c,-,snh48,99
10068,10,SNH,徐晗,徐 晗,Xu Han,XH,103,HII,1003,SNH48 三期生,小乌龟,上海丝芭文化传媒集团有限公司,2014-07-26,162,01.15,摩羯座,支配摩羯座，支配的一周，1.10-1.16,中国 四川 ,唱歌、舞蹈、主持,吃面包、吉他,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2015.07.25 SNH48第二届总决选第三十一名,啦啦啦~啦啦啦~这首歌要给一个人~这首歌要给谁啊~？小乌龟~！,5230456780,48269f59,O,snh48,99
10182,10,SNH,熊沁娴,熊 沁娴,Xiong QinXian,XQX,103,HII,1008,SNH48 八期生,熊爷、熊喵、咸咸,上海丝芭文化传媒集团有限公司,2017-09-08,168,08.07,狮子座,力平衡狮子座，力平衡的一周，8.3-8.10,中国 浙江 ,大提琴、短跑、腿特长,DIY、高达、烹饪,2017.09.08 加入SNH48八期生<br>2017.09.08 加入SNH48TeamH队（TeamHII）<br>2018.02.03 兼任 TeamFt队（TeamFt）,大家好，我是SNH48 Team HII的熊沁娴。,6362118832,2750326c,A,snh48,99
10070,10,SNH,许杨玉琢,许 杨玉琢,Xu YangYuZhuo,XYYZ,103,HII,1003,SNH48 三期生,绵羊，步美,上海丝芭文化传媒集团有限公司,2014-07-26,163,09.25,天秤座,完美天秤座，完美主义的一周，9.25-10.2,中国 湖南 ,主持、rap、new jazz、钢琴、减肥,游泳、看拳击比赛、吃,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2016.07.30 SNH48第三届总决选第十九名<br>2017.04.07 成为小组合7SENSES成员<br>2017.07.29 SNH48 GROUP第四届总决选第二十七名<br>2018.07.28 SNH48 GROUP第五届总决选第五十二名,hello大家好我是酷酷的绵羊，请跟我一起说cool！,5228056212,006ff023,-,snh48,99
10071,10,SNH,杨惠婷,杨 惠婷,Yang HuiTing,YHT,103,HII,1003,SNH48 三期生,Miyo,上海丝芭文化传媒集团有限公司,2014-07-26,160,04.08,白羊座,星星白羊座，星星的一周，4.3-4.10,中国 广东 ,音乐游戏、摄影,-,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2016.07.30 SNH48第三届总决选第三十四名<br>2017.07.29 SNH48 GROUP第四届总决选第四十八名,撒，来细数你的罪恶吧，变身，假面骑士MIYO！,5227765832,006ff023,A,snh48,99
10134,10,SNH,於佳怡,於 佳怡,Yu JiaYi,YJY,103,HII,1005,SNH48 五期生,一一,上海丝芭文化传媒集团有限公司,2015-07-25,163,10.29,天蝎座,强烈天蝎座，强烈的一周，10.26-11.2,中国 上海 ,画画、表演,吃、表演,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.07.30 SNH48第三届总决选第四十六名<br>2017.07.29 SNH48 GROUP第四届总决选第二十八名<br>2018.02.03 加入SNH48TeamH队（TeamHII）,一二三四五六七，一一还有一加一。,5786337191,f74b1150,-,snh48,99
10163,10,SNH,袁一琦,袁 一琦,Yuan YiQi,YYQ,103,HII,1007,SNH48 七期生,Yoki,上海丝芭文化传媒集团有限公司,2016-09-15,167,03.19,双鱼座,双鱼白羊座，新生的交界，3.19-3.24,中国 四川 ,唱歌、头发特长、电竞,声乐、滑板、电竞,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamH队（TeamHII）<br>2017.07.29 SNH48 GROUP第四届总决选第五十六名,天空是蓝的，海水是咸的，Yoki是甜的，大家好我是team HⅡ的袁一琦，你们可以叫我Yoki。,6021695822,529281fc,O,snh48,99
10075,10,SNH,张昕,张 昕,Zhang Xin,ZX,103,HII,1003,SNH48 三期生,紫菜,上海丝芭文化传媒集团有限公司,2014-07-26,168,10.19,天秤座,天秤天蝎座，戏剧与批评的交界，10.19-10.25,中国 广东 ,跳舞、钢琴,做甜品、配音、搞笑,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2017.03.03 H队副队长任命<br>2018.02.03 新重组SNH48TeamH队（TeamHII）副队长任命,弓长日斤，菜菜紫！,5228234876,f6565cc7,A,snh48,99
10081,10,SNH,陈琳,陈 琳,Chen Lin,CL,104,X,1004,SNH48 四期生,阿琳,上海丝芭文化传媒集团有限公司,2015-01-31,165,07.23,狮子座,巨蟹狮子座，摆荡的交界，7.19-7.25,中国 上海 ,运动类,唱歌、跳舞,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2017.04.07 成为小组合7SENSES成员<br>2017.07.29 SNH48 GROUP第四届总决选第五十四名<br>2018.02.03 兼任 TeamFt队（TeamFt）,大头大头，下雨不愁，人家有伞，我有大头。,5460950220,e694aa82,O,snh48,99
10110,10,SNH,陈韫凌,陈 韫凌,Chen YunLing,CYL,104,X,1005,SNH48 五期生,-,上海丝芭文化传媒集团有限公司,2015-07-25,173,12.13,射手座,泰坦神射手座，巨人的一周，12.11-12.18,中国 湖北 ,学语言、冷幽默、跳舞、表演,整理、吃、听音乐,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2017.11.18 SNH48 GROUP第三届风尚大赏第十四名<br>2018.02.03 加入SNH48TeamX队（TeamX）,大家好，我是snh48长高比减肥快英语比数学好的陈韫凌。,5681003434,8fdcb4d4,A,snh48,99
10082,10,SNH,冯晓菲,冯 晓菲,Feng XiaoFei,FXF,104,X,1004,SNH48 四期生,灰灰,上海丝芭文化传媒集团有限公司,2015-01-31,160,10.17,天秤座,戏剧天秤座，戏剧的一周，10.11-10.18,中国 河南 ,舞蹈、绕口令,偶像研究,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2016.05.20 SNH48TeamSII兼任<br>2017.07.29 SNH48 GROUP第四届总决选第四十七名,小飞机要起飞了，今天的机长是灰灰,5461287018,e694aa82,B,snh48,99
10204,10,SNH,鲁静萍,鲁 静萍,Lu JingPing,LJP,104,X,1010,SNH48 十期生,妹妹,上海丝芭文化传媒集团有限公司,2018-09-09,163,06.03,双子座,语言双子座，新语言的一周，6.3-6.10,中国 江苏 ,唱歌、芭蕾、吉他,听歌、唱歌、吃,2018.09.09 加入SNH48十期生<br>2018.09.09 加入SNH48TeamX队（TeamX）,大家好，我是SNH48 TeamX的鲁静萍。,6546320339,af38eeb7,B,snh48,99
10084,10,SNH,李钊,李 钊,Li Zhao,LZ,104,X,1004,SNH48 四期生,桃子,上海丝芭文化传媒集团有限公司,2015-01-31,165,05.23,双子座,金牛双子座，活力的交界，5.19-5.24,中国 湖南 ,数独,日剧、听歌、动漫,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2017.07.29 SNH48 GROUP第四届总决选第三十八名<br>2018.02.03 新重组SNH48TeamX队（TeamX）队长任命<br>2018.07.28 SNH48 GROUP第五届总决选第四十一名,太阳当空照，桃子对你笑,5460951688,e694aa82,-,snh48,99
10126,10,SNH,潘瑛琪,潘 瑛琪,Pan YingQi,PYQ,104,X,1005,SNH48 五期生,星羽、羽羽,上海丝芭文化传媒集团有限公司,2015-07-25,164,09.27,天秤座,完美天秤座，完美主义的一周，9.25-10.2,中国 上海 ,日语、唱歌、擅长脑补、短跑、立定跳远、耐力,看游戏、打游戏、动漫、舞蹈、唱歌、脑补、ACG、宅舞,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48TeamX队（TeamX）,羽毛是什么颜色~~蠢白，哼那，大家好，我是snh48五期生纯白不蠢的星羽潘瑛琪。,5691239843,2ee05fd2,AB,snh48,99
10164,10,SNH,祁静,祁 静,Qi Jing,QJ,104,X,1007,SNH48 七期生,sky,上海丝芭文化传媒集团有限公司,2016-09-15,160,07.19,巨蟹座,巨蟹狮子座，摆荡的交界，7.19-7.25,中国 上海 ,舞蹈,唱歌、跳舞、表演,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamX队（TeamX）<br>2018.07.28 SNH48 GROUP第五届总决选第六十四名,天空飘来三个字S K Y,6019913036,529281fc,-,snh48,99
10087,10,SNH,宋昕冉,宋 昕冉,Song XinRan,SXR,104,X,1004,SNH48 四期生,冉冉,上海丝芭文化传媒集团有限公司,2015-01-31,166,07.08,巨蟹座,个性巨蟹座，个性的一周，7.3-7.10,中国 山东 ,唱歌、拉丁舞、二胡,运动、旅游、看电影,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2015.07.25 SNH48第二届总决选第二十三名<br>2016.07.30 SNH48第三届总决选第十八名<br>2017.07.29 SNH48 GROUP第四届总决选第二十九名<br>2018.07.28 SNH48 GROUP第五届总决选第十九名,冉冉的天气预报：铛铛铛～今天的天气（sunny,5479678683,68265719,O,snh48,99
10088,10,SNH,孙歆文,孙 歆文,Sun XinWen,SXW,104,X,1004,SNH48 四期生,新闻,上海丝芭文化传媒集团有限公司,2015-01-31,170,11.04,天蝎座,深奥天蝎座，深奥的一周，11.3-11.11,中国 上海 ,唱歌、音频制作,吃巧克力、录歌、单机游戏,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）,铛！铛！铛！铛！铛！铛！铛！新闻联播开始啦！【快来看新闻！】,5478872932,68265719,B,snh48,99
10089,10,SNH,汪佳翎,汪 佳翎,Wang JiaLing,WJL,104,X,1004,SNH48 四期生,九九,上海丝芭文化传媒集团有限公司,2015-01-31,172,07.13,巨蟹座,说客巨蟹座，说客的一周，7.11-7.18,中国 福建 ,爵士舞、手工,看美剧、动漫、美食,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）,想要久久占据你们的心,5478873704,68265719,O,snh48,99
10091,10,SNH,王晓佳,王 晓佳,Wang XiaoJia,WXJ,104,X,1004,SNH48 四期生,天草,上海丝芭文化传媒集团有限公司,2015-01-31,170,05.31,双子座,自由双子座，自由的一周，5.25-6.2,中国 湖南 ,宅舞、主持,游戏、动漫、游戏实况解说,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2016.07.30 SNH48第三届总决选第四十五名<br>2017.07.29 SNH48 GROUP第四届总决选第四十三名,长在天上的草是什么草啊！,5490234918,6ca4d59d,B,snh48,99
10092,10,SNH,谢天依,谢 天依,Xie TianYi,XTY,104,X,1004,SNH48 四期生,笨笨,上海丝芭文化传媒集团有限公司,2015-01-31,168,06.24,巨蟹座,双子巨蟹座，神奇的交界，6.19-6.24,中国 北京 ,击剑,看搞笑视频、看电影、旅游,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）,“如果我不聪明你们还会爱我吗”....“会”,5490615346,6ca4d59d,A,snh48,99
